Dept,Q_2010,Q_2011,Q_2012,Quarter,Store
13,645034.6400000001,596539.72,179939.29648000043,4,12
14,312746.28,316959.27999999997,73401.16956000017,4,12
16,41219.33,38693.969999999994,14985.156200000038,4,12
17,160247.7,164259.48,40369.53196000002,4,12
18,400121.83,440073.19000000006,92263.39431999961,4,12
19,45066.850000000006,46135.06,11689.57479999999,4,12
20,77174.03000000001,66894.17,22039.161679999972,4,12
21,61276.41,57886.72,15309.373640000053,4,12
22,151624.71000000002,145368.41,35961.501800000085,4,12
23,628208.2099999998,590880.7599999999,144974.21720000057,4,12
24,181717.27999999997,173789.29,42395.4475199999,4,12
25,287103.3799999999,281290.44,67721.84928000007,4,12
26,244690.87,229687.19,68715.30863999999,4,12
27,32796.38,33524.93,9287.256360000036,4,12
28,15046.460000000001,14754.21,3365.6251199999983,4,12
29,118061.19999999998,126496.70999999999,27632.44236000002,4,12
30,72000.20000000001,57357.24,18763.496920000005,4,12
31,46207.92999999999,39501.840000000004,10988.93584,4,12
32,162513.21,141952.50999999998,29610.488200000116,4,12
33,188421.19999999995,189352.20000000004,44805.877640000006,4,12
34,327247.38,301768.24000000005,81117.96863999982,4,12
35,42415.9,38323.32,8758.755800000012,4,12
36,50596.53999999999,48222.93,9177.79876,4,12
38,630551.98,705208.01,216227.3838799998,4,12
40,630274.78,616737.46,178018.31480000008,4,12
41,9025.95,26248.9,7920.780800000007,4,12
42,71911.02,84621.07,25431.689559999908,4,12
44,113651.89,110685.54,31730.651840000064,4,12
46,423599.18,477264.80000000005,115765.57796000016,4,12
49,0.0,109.62,32.411359999999945,4,12
52,55500.229999999996,58610.69,15443.758560000011,4,12
54,1899.58,1066.56,163.4745600000005,4,12
55,295700.76,273917.93999999994,43653.96355999994,4,12
56,5171.81,3867.39,697.260480000002,4,12
58,26098.0,23387.5,9591.778119999999,4,12
59,73110.95,28112.34,2566.403039999997,4,12
60,6196.999999999999,6248.0,1371.26496,4,12
67,87421.84,91331.23000000001,24053.043720000027,4,12
71,85903.82,94906.70000000001,27900.06424000008,4,12
72,1096175.48,1077683.66,222125.40036000058,4,12
74,220571.43999999997,213459.11,62163.4937199999,4,12
79,550924.7000000001,526478.8,156548.45111999958,4,12
80,392.96,608.01,669.9150799999993,4,12
81,103257.08999999998,93930.37000000001,28383.832279999955,4,12
82,232876.05000000002,243477.54999999996,72092.55335999992,4,12
83,3054.28,2101.9500000000003,874.555040000001,4,12
85,33319.72,31897.059999999998,6251.997280000001,4,12
87,145208.9,148509.39,50512.49879999995,4,12
90,137729.92,165150.25000000003,50402.737759999945,4,12
91,73573.12,80203.09999999999,24617.255880000062,4,12
92,337353.20999999996,352110.52999999997,104052.17107999955,4,12
93,5902.31,8340.74,2513.9618400000063,4,12
94,879.36,3729.3300000000004,765.8944400000008,4,12
95,503998.89999999997,510977.47,151958.24148000006,4,12
96,0.0,2.0,58.60748000000002,4,12
97,31350.97000000001,29934.079999999994,9184.955639999993,4,12
98,9096.32,12721.399999999996,2949.403800000008,4,12
1,896869.6099999999,887796.1799999999,233705.1269599999,4,13
2,1064129.9400000002,1057015.22,291369.01231999975,4,13
3,281451.8,280629.65,68585.822,4,13
4,582710.6399999999,584687.99,167275.43900000062,4,13
5,1351395.57,1157475.06,215776.98455999943,4,13
6,179013.49000000002,128882.91,25790.91911999996,4,13
7,1402860.05,1319540.8599999999,189275.48867999951,4,13
8,540188.62,493868.13,144749.16192000042,4,13
9,458750.3400000001,450760.07000000007,128835.10979999969,4,13
10,435792.56999999995,393954.1,86186.58460000005,4,13
11,336671.36,324883.05,93081.34572000017,4,13
12,94884.69,95300.12,27329.511319999976,4,13
13,646436.87,613790.48,176999.8213200003,4,13
14,532754.36,486335.97,100074.45020000011,4,13
16,88022.11,80889.23999999999,24993.984000000048,4,13
17,299204.36,271136.74,53476.78724000007,4,13
18,623303.6699999999,648897.9100000001,146655.3921199996,4,13
19,74215.71,61954.060000000005,16596.384600000023,4,13
20,106105.11,99237.98999999999,27724.921479999968,4,13
21,158408.14999999997,149085.48,34733.35647999989,4,13
22,284083.16,271525.13,63705.70120000007,4,13
23,536769.86,524959.7499999999,122429.66183999981,4,13
24,197570.3,199851.43,51200.18144000015,4,13
25,252679.31999999995,233659.74999999997,66686.16171999983,4,13
26,246091.47999999998,223983.22999999998,64439.311680000166,4,13
27,57485.22,59789.3,15160.113240000015,4,13
28,25922.8,24190.79,6823.589600000006,4,13
29,107483.71,120314.6,28185.91807999998,4,13
30,49926.08,50513.02,15024.263199999965,4,13
31,61966.49999999999,59459.00000000001,14691.450440000028,4,13
32,165327.69999999998,168648.00999999998,36301.26632000012,4,13
33,207516.81,203447.20000000004,52336.842360000075,4,13
34,251215.74000000002,244646.38,75440.36403999996,4,13
35,48260.07,44068.29,13093.711559999989,4,13
36,29851.1,41863.2,7882.633199999998,4,13
37,52208.61,43796.81,13443.54576000004,4,13
38,1102150.52,1122736.5,345383.6165600001,4,13
40,1072069.08,993109.8899999999,298635.86859999975,4,13
41,90062.57,59170.62,13778.82987999995,4,13
42,106337.22999999998,101213.87999999999,30955.953640000105,4,13
44,195552.75999999995,174509.00999999998,43632.266520000034,4,13
45,150.33999999999997,167.78,58.51323999999979,4,13
46,579394.38,587813.56,154062.65247999964,4,13
48,26417.989999999998,25536.979999999996,7448.498199999999,4,13
49,123267.88,105764.35,31903.75500000016,4,13
50,25654.0,24439.25,8126.723920000008,4,13
52,82106.50000000001,80558.70000000001,19202.37748000002,4,13
54,2136.3600000000006,1223.1399999999999,167.03164000000004,4,13
55,538882.86,496907.1,69117.00492000018,4,13
56,25672.859999999997,20328.460000000003,8936.256120000007,4,13
58,88099.97,117334.47,43421.86952000006,4,13
59,78642.87999999999,30983.019999999997,3259.156400000003,4,13
60,16302.2,15760.8,3649.539960000001,4,13
67,217229.62,221377.53999999998,58641.38480000007,4,13
71,120099.56,122820.32,33503.87779999992,4,13
72,1439219.9,1337041.41,283458.2551199992,4,13
74,405222.23,369687.6,113118.84092000022,4,13
79,734779.77,679780.89,194866.62271999934,4,13
80,259552.71000000002,246973.46999999997,75075.17980000011,4,13
81,404480.89999999997,410260.18999999994,127700.98115999947,4,13
82,606237.1,625706.33,145395.13111999998,4,13
83,66768.01,63194.18,16861.994839999974,4,13
85,88256.68999999999,85706.36,20677.400399999977,4,13
87,194395.75999999998,246604.2,76675.85204000007,4,13
90,1584104.3099999998,1708675.8900000001,450668.28028,4,13
91,1071419.76,1051829.3699999999,317405.9059999998,4,13
92,2236673.9699999997,2431783.85,679170.9897199988,4,13
93,655494.86,701870.74,212806.47423999998,4,13
94,855759.29,911644.8400000001,290384.26312000037,4,13
95,1708365.04,1771820.8,546232.4017599996,4,13
96,120385.65000000001,111951.76,36090.26696000006,4,13
97,364549.26999999996,346479.38000000006,109665.24636000009,4,13
98,234456.27,221437.46999999997,70009.36192000013,4,13
99,0.0,20885.0,3840.9077200000033,4,13
1,604290.0700000001,593243.77,146441.38567999983,4,14
2,1100376.0899999999,1040436.06,263607.33767999907,4,14
3,195360.97,183112.96000000002,42122.301480000075,4,14
4,758442.4299999998,702435.11,176764.86588,4,14
5,876136.28,723127.5900000001,125153.36267999986,4,14
6,182296.28000000003,119478.66999999998,22236.99299999995,4,14
7,1449569.0999999999,1391411.4000000001,218673.95243999976,4,14
8,779022.58,731817.5399999999,224734.05752000038,4,14
9,266875.65,246480.04,65726.62692000023,4,14
10,276796.36000000004,278938.70999999996,65263.92147999989,4,14
11,305183.13,273293.56999999995,60906.70868000024,4,14
12,67207.97,64631.18000000001,18955.978960000015,4,14
13,854953.11,783555.2999999999,224287.5405599998,4,14
14,489376.41000000003,473057.15,82886.50388000018,4,14
16,72306.05,50065.56999999999,17254.32528,4,14
17,381078.33,338019.99000000005,71632.93476000009,4,14
18,558943.6399999999,611416.19,107947.67900000041,4,14
19,4276.0,36539.76,9413.30952000004,4,14
20,147390.21,132368.35,31746.7511600001,4,14
21,142642.87,145197.90999999997,29556.43528000003,4,14
22,340230.33,299096.11000000004,63560.50475999985,4,14
23,664647.2,602588.88,138188.7052800006,4,14
24,170386.3,145529.91000000003,37495.4183999999,4,14
25,248879.09999999998,225306.98000000004,62568.529840000134,4,14
26,237800.47999999998,191722.06000000003,36373.27668000003,4,14
27,52750.14000000001,46641.87999999999,10726.990399999973,4,14
28,25902.65,22667.55,6386.455920000006,4,14
29,196233.55999999997,172071.15,34472.77099999985,4,14
30,81616.4,69555.22999999998,17614.692519999946,4,14
31,69924.28,49173.340000000004,12474.73044000003,4,14
32,254507.15,235973.87999999998,43288.01124000009,4,14
33,169625.43000000002,145977.34,37558.92163999996,4,14
34,335044.76000000007,287544.73000000004,72077.08108000003,4,14
35,61671.74,58645.55999999999,15490.682160000042,4,14
36,37964.5,30085.36,6926.555559999987,4,14
38,1511128.8500000003,1315866.1800000002,329128.51903999975,4,14
40,1002004.0500000002,907968.73,250250.37556000057,4,14
41,110396.93,69806.89,21184.79655999997,4,14
42,104253.05000000002,108904.18000000002,27662.875440000033,4,14
44,98257.85,94896.23,27082.208440000006,4,14
46,470498.71,456819.80000000005,99307.68024000025,4,14
49,146049.62999999998,135210.66,36178.64760000004,4,14
50,29311.0,22831.0,6815.18316,4,14
51,40.34,12.920000000000002,6.319600000000059,4,14
52,32421.27,45414.53,10443.980480000013,4,14
54,2496.6800000000003,1416.1999999999998,240.23623999999856,4,14
55,425462.96,445507.4,67988.59688000022,4,14
56,32382.819999999996,29957.469999999998,6603.342920000001,4,14
58,104736.0,123508.97,39368.291399999995,4,14
59,89455.81,37378.16,1685.704600000006,4,14
60,6225.5,6318.4,1356.3107599999998,4,14
67,219276.77,219001.62,59143.61364000002,4,14
71,130214.72,129366.85,30555.830839999882,4,14
72,1980291.6499999997,1934981.63,332199.575039999,4,14
74,357572.74,344501.6800000001,81710.34324000028,4,14
79,529606.96,474427.35000000003,119509.48091999993,4,14
80,513939.4600000001,465333.92,121022.72896000033,4,14
81,567136.88,495596.4999999999,130742.55603999978,4,14
82,529018.23,557541.76,112716.25515999955,4,14
83,160264.38,128383.90999999999,33888.14620000009,4,14
85,46311.68,35066.91999999999,7448.483200000008,4,14
87,235236.3,261567.80999999997,73472.1584400001,4,14
90,1588561.3900000001,1475529.25,379649.29595999996,4,14
91,1329896.44,1151316.32,322377.51611999876,4,14
92,2747038.6799999997,2599603.8000000003,655508.1195999994,4,14
93,920785.8099999999,787357.74,245763.42596000034,4,14
94,831319.74,726339.9899999999,214113.6989199998,4,14
95,1981205.34,1747509.3499999999,495525.66120000207,4,14
96,0.0,16.84,78.88988,4,14
97,361488.41,324750.18000000005,92268.20060000023,4,14
98,271678.37,257292.21999999997,64702.689200000204,4,14
99,0.0,17815.0,1158.6742,4,14
1,253458.61999999997,254869.19000000006,64028.54980000012,4,15
2,369790.35,357885.2199999999,95845.87708000003,4,15
3,120437.78999999998,111167.15,26970.08436000002,4,15
4,186575.04000000004,171945.09999999998,43144.711079999935,4,15
5,436011.8,377162.00999999995,71051.84411999985,4,15
6,114598.34,74474.65999999999,10207.786599999981,4,15
7,553680.63,520323.1699999999,80326.17964000026,4,15
8,300962.19,282565.25000000006,78745.53627999991,4,15
9,199345.06000000003,176876.53,45698.73468000004,4,15
10,182520.71000000002,160541.13000000003,44565.081560000006,4,15
11,203925.94999999998,173388.75,44012.50936000006,4,15
12,40842.04,37840.34,13317.576320000035,4,15
13,259225.28000000003,228295.8,67093.65292000014,4,15
14,272154.16,226109.85,46042.2043599999,4,15
16,47802.66,31460.940000000002,12910.883640000056,4,15
17,195957.72000000003,171919.71999999997,41868.33979999991,4,15
18,285489.01,260938.63000000003,35363.072839999986,4,15
19,19699.64,15012.71,4180.427360000006,4,15
20,59926.37999999999,51052.87,14707.646479999972,4,15
21,52713.21000000001,47119.27,11060.814479999977,4,15
22,148632.62,118566.49,30632.373560000084,4,15
23,404730.42,353713.08999999997,77079.15036000003,4,15
24,89046.82,78754.25999999998,20056.423080000037,4,15
25,155859.50999999998,125666.39,33669.81172000017,4,15
26,92382.17,81768.15000000001,22709.845360000018,4,15
27,32870.64000000001,30021.480000000003,7164.474199999984,4,15
28,14640.44,12097.769999999999,3447.2630799999924,4,15
29,83477.71999999999,75187.92,16229.34867999995,4,15
30,38135.58,37012.04,9679.043959999997,4,15
31,47587.87000000001,38500.12,10056.520079999995,4,15
32,90134.91000000002,84772.22,16385.438879999954,4,15
33,77419.35,67117.11,18979.468839999972,4,15
34,200327.02000000002,159646.68999999997,46222.38756000009,4,15
35,40011.65,38748.18000000001,10384.739760000008,4,15
36,24127.8,22232.109999999997,5876.060760000008,4,15
38,743229.2600000001,677594.0,198730.73583999978,4,15
40,450799.08999999997,392113.5500000001,113723.37991999992,4,15
41,27377.75,31624.519999999997,7978.0057999999735,4,15
42,47268.619999999995,51969.13,15419.302919999926,4,15
44,58374.47,63083.850000000006,15702.968999999945,4,15
46,193790.93999999997,180688.9,41043.25255999993,4,15
49,109979.55000000002,113137.65999999997,38084.521,4,15
50,22859.5,24681.0,8172.059159999997,4,15
52,23749.579999999998,24316.320000000003,7169.589600000001,4,15
54,648.53,500.94000000000005,156.90531999999982,4,15
55,186549.94,180279.7,26026.83643999988,4,15
56,6804.23,13640.63,5171.960400000005,4,15
58,13917.0,9415.0,3066.4753600000004,4,15
59,14286.720000000001,8109.6,803.4883999999995,4,15
60,1319.9999999999998,2147.2,468.71668000000005,4,15
67,95248.09000000001,90032.80999999998,21711.642160000003,4,15
71,65901.20000000001,59156.41,14411.27644000003,4,15
72,997929.2200000001,823651.5100000001,161261.46900000045,4,15
74,195395.91999999998,174482.31,47282.85796000004,4,15
79,117614.19,104072.44000000002,31369.72436,4,15
80,767.6700000000001,584.14,827.2479200000041,4,15
81,58753.86000000001,56422.799999999996,16532.334759999998,4,15
82,236743.64999999997,193191.28,42307.77192000011,4,15
83,6895.400000000001,5097.72,1596.7075199999972,4,15
85,65463.93000000001,65771.72,17910.068279999996,4,15
87,118979.51,140064.58000000002,39350.45268000005,4,15
90,82299.53,77602.20999999999,21209.414280000008,4,15
91,47379.79000000001,42394.79,12916.040999999977,4,15
92,281326.13,274299.33999999997,81997.04647999986,4,15
93,4932.54,4569.310000000001,1636.6440799999975,4,15
94,559.15,1773.48,196.61356000000038,4,15
95,358891.65,329859.36000000004,99651.87180000036,4,15
96,31762.340000000004,27725.660000000003,10569.899880000015,4,15
97,27368.14,21689.270000000004,5921.388919999993,4,15
98,2601.73,6670.16,1682.0912000000028,4,15
1,191682.28,180427.7,43698.60823999997,4,16
2,323182.75,313424.88,83039.49184000006,4,16
3,104394.23999999998,92716.34999999999,23795.16603999998,4,16
4,204837.14000000004,190822.28000000003,55430.330080000094,4,16
5,299861.49,274914.79,54603.068080000194,4,16
6,89992.41,75044.70999999999,13697.263839999932,4,16
7,256046.49000000002,184488.05,33870.12000000011,4,16
8,229571.81000000003,193474.31,52687.16859999992,4,16
9,310567.55,326115.45000000007,149450.55108000003,4,16
10,217393.15000000002,178768.61,46407.520679999994,4,16
11,210961.35000000003,216256.34,60283.63732000008,4,16
12,52397.520000000004,48496.59,17755.251040000054,4,16
13,206767.06999999998,185576.7,57286.84163999988,4,16
14,163582.59,159200.4,35261.81856,4,16
16,47353.28,35986.05,12626.143200000048,4,16
17,122784.70999999999,133152.89,33112.106119999946,4,16
18,139321.05000000002,129708.18000000001,26784.40916000011,4,16
19,10564.640000000001,16450.79,5899.093759999982,4,16
20,46070.97,47293.62,12413.422319999996,4,16
21,57638.04000000001,50565.149999999994,12066.05943999999,4,16
22,110401.69000000002,105286.15,27022.32496000001,4,16
23,192367.24000000005,192850.47,50279.161879999825,4,16
24,40428.43,44325.56,10809.394039999948,4,16
25,84161.25,80749.01000000001,22187.210240000008,4,16
26,37563.130000000005,38860.37,10452.534559999993,4,16
27,12915.4,12236.060000000001,3183.4518000000057,4,16
28,7367.739999999999,6676.400000000001,1638.1870399999978,4,16
29,30947.6,21982.37,5987.4644000000035,4,16
30,15100.84,12696.57,3259.15908,4,16
31,23400.76,24127.85,5261.747759999989,4,16
32,74288.31999999999,71965.63,14830.354280000029,4,16
33,38479.51,36412.909999999996,9822.228119999989,4,16
34,55545.01,56863.920000000006,19038.77904000002,4,16
35,10518.55,5549.12,537.071960000001,4,16
36,45498.5,31919.530000000002,6213.9388399999925,4,16
38,691364.6499999999,704589.3600000001,201228.0902399997,4,16
40,423586.75,397042.54,106278.25340000023,4,16
41,22645.02,17925.82,3900.3494400000122,4,16
42,48577.72000000001,49285.17,14319.539679999962,4,16
44,57027.24,70406.63000000002,18645.589240000023,4,16
45,162.04999999999998,68.07,96.48047999999979,4,16
46,188051.99,178547.90999999997,39908.326640000116,4,16
48,0.0,4051.0,2648.0252800000017,4,16
49,0.0,748.0699999999999,132.8651200000001,4,16
52,23937.43,27969.450000000004,6511.804080000016,4,16
54,1068.7100000000003,415.72,118.18607999999978,4,16
55,170143.85,162295.54,27309.912879999945,4,16
56,15335.31,11282.769999999999,4632.43332,4,16
58,1244.0,600.0,3375.701280000002,4,16
59,3916.1,1405.2,1165.9705200000053,4,16
60,1654.4,2165.58,475.7124000000002,4,16
67,48855.76000000001,52284.670000000006,12786.309359999974,4,16
71,32133.519999999997,31466.31,9010.81663999999,4,16
72,609596.41,623941.5,131652.88811999987,4,16
74,148859.24999999997,123396.88999999998,37358.19212000007,4,16
79,72708.06000000001,71543.18000000001,17255.34439999996,4,16
80,286.14,8921.189999999999,2350.400319999994,4,16
81,50024.17,49240.16,13362.169439999985,4,16
82,169301.29,146302.49,38374.198480000035,4,16
83,0.0,4063.6199999999994,2337.3600800000004,4,16
85,51759.30999999999,50887.07000000001,8945.109199999983,4,16
87,104920.65000000002,147205.62,45277.83108000001,4,16
90,80217.36,122588.67999999998,43313.31679999998,4,16
91,19151.920000000002,82202.14000000001,23374.349799999953,4,16
92,268662.83,340995.50000000006,100067.46360000002,4,16
93,0.0,11665.319999999998,3795.0357999999997,4,16
94,3380.2,4285.78,3040.7908399999988,4,16
95,320241.49,353387.72000000003,108590.07243999977,4,16
96,657.7000000000002,3117.2600000000007,607.1230400000017,4,16
97,22535.870000000003,32119.010000000002,10972.681280000032,4,16
98,686.0,685.45,1047.7267199999987,4,16
1,391061.8999999999,409017.86000000004,119174.51600000038,4,17
2,544555.4000000001,552229.6,165343.67796000047,4,17
3,201551.68999999997,190522.51,54925.63556000011,4,17
4,298343.79,292217.37,81621.8882400001,4,17
5,590323.98,587184.9400000001,108649.90639999985,4,17
6,130633.81,84584.75,14131.203319999953,4,17
7,383338.73,354431.51,58976.57895999999,4,17
8,295002.71,269183.86,65418.69000000008,4,17
9,294256.8,301701.53,99261.3144,4,17
10,205757.13000000003,191982.83000000002,62243.275599999855,4,17
11,205934.19,217785.96999999997,60622.975200000044,4,17
12,85122.25,85636.8,24925.89795999999,4,17
13,302127.58999999997,283362.72000000003,76305.83908000009,4,17
14,229612.58000000002,235857.0,49215.45003999996,4,17
16,38329.35,18654.37,5860.846079999977,4,17
17,165670.46000000002,159800.44999999998,40775.510000000046,4,17
18,249910.64,263025.03,50559.642800000096,4,17
19,93013.45999999999,65841.48,24596.61607999993,4,17
20,46377.26,45336.44,12789.846960000008,4,17
21,70810.09999999999,62042.30999999999,16603.42208000004,4,17
22,112198.12999999999,107644.40000000001,26915.797719999908,4,17
23,219287.42,226877.77999999997,58183.90947999997,4,17
24,83277.50000000001,84239.65000000001,21452.012320000053,4,17
25,82049.91,80989.84,24977.101279999977,4,17
26,134352.07,124080.22,37651.09952000006,4,17
27,23965.51,27228.350000000002,6780.980719999979,4,17
28,24673.15,20180.27,6162.850519999977,4,17
29,50553.700000000004,46799.13,11360.187240000003,4,17
30,25187.680000000004,22184.490000000005,6296.532320000002,4,17
31,33093.12,32226.47,9398.357800000009,4,17
32,88263.62999999998,99021.22,21311.247440000006,4,17
33,84254.87999999999,81698.11999999998,22411.56907999998,4,17
34,104678.25,120652.61,41619.32051999989,4,17
35,21799.75,16151.419999999998,4470.943639999997,4,17
36,23958.0,27545.38,5311.360880000002,4,17
38,951923.5299999999,999970.23,316216.86351999897,4,17
40,612109.5000000001,575792.1400000001,182279.97867999977,4,17
41,691.0,493.95000000000005,168.90791999999942,4,17
42,49763.53999999999,48182.35,16084.875039999963,4,17
44,138346.51000000004,129429.97,36362.833479999914,4,17
45,259.15,341.41,124.20372000000036,4,17
46,348320.77,339175.29000000004,100346.65255999986,4,17
48,25133.84,21140.59,11319.884399999999,4,17
49,-15.0,466.1400000000001,149.5318799999995,4,17
52,57365.880000000005,57890.59,15990.93264000004,4,17
54,1201.88,841.2,183.52543999999986,4,17
55,247563.48,234890.73,41172.005720000016,4,17
56,9728.68,7601.109999999999,1757.9391999999978,4,17
58,15736.0,18050.0,5322.801560000007,4,17
59,15585.310000000001,7660.0999999999985,1281.6237200000023,4,17
60,5755.200000000001,6019.199999999999,1697.7629200000001,4,17
67,99482.81000000001,114884.25000000001,34063.86260000007,4,17
71,40328.68,46413.87999999999,12707.474560000024,4,17
72,825296.32,884840.3899999999,169189.28087999963,4,17
74,180476.32,183092.74999999997,54427.7834400001,4,17
79,358177.10000000003,326724.35000000003,102783.86895999983,4,17
80,7418.21,11445.06,4667.114160000009,4,17
81,149096.11000000002,162767.48,59183.676759999784,4,17
82,279657.67,283458.93999999994,74521.37472000011,4,17
83,6906.96,6429.53,2167.0943599999946,4,17
85,80816.22,69995.11,15742.045679999947,4,17
87,136540.18,175916.08999999997,62263.08731999985,4,17
90,381224.5200000001,446710.10000000003,154298.7314800005,4,17
91,142481.22999999995,160655.68,56894.424720000075,4,17
92,661073.9500000001,731099.28,253027.7736000007,4,17
93,39080.64000000001,44521.6,16320.435160000032,4,17
94,9279.520000000002,11845.45,6590.99108000003,4,17
95,613634.29,621825.91,178909.26196000027,4,17
96,0.0,1922.5900000000001,809.2985599999995,4,17
97,89480.82,93459.43,34040.700080000075,4,17
98,4133.620000000001,2855.6,1885.9682800000091,4,17
99,0.0,0.0,1990.2240399999928,4,17
1,459109.44000000006,388145.0,107584.52955999995,4,18
2,926659.9499999998,825199.31,233530.6398399999,4,18
3,190017.81000000003,152675.47000000003,41659.61903999988,4,18
4,372816.3300000001,351437.32,105754.34916000022,4,18
5,587422.99,475455.31999999995,96942.0444800002,4,18
6,140391.38999999998,86719.97,13706.432919999945,4,18
7,832400.8,871447.53,113157.19323999982,4,18
8,501603.99,418484.74,125993.05716000036,4,18
9,199415.66,186963.36,53204.90263999987,4,18
10,255073.05,233466.98,66498.7486399999,4,18
11,295498.38,255687.81000000003,68651.12827999998,4,18
12,49209.090000000004,42567.509999999995,14508.387639999966,4,18
13,599009.66,527331.29,166836.76051999972,4,18
14,424126.14,314873.1,75201.98196000021,4,18
16,64901.49,63144.28999999999,21651.23543999998,4,18
17,270343.26,208867.91,59075.68004000018,4,18
18,434814.56,401037.08999999997,67690.06115999985,4,18
19,54404.530000000006,38957.11,11243.300360000005,4,18
20,122848.18,90078.54000000001,23092.538479999977,4,18
21,89307.72000000002,72488.76999999999,16975.71355999996,4,18
22,264580.41,224623.90999999997,60792.03212000006,4,18
23,634934.11,577487.15,144273.02696000022,4,18
24,149206.37,136057.52000000002,34269.03479999998,4,18
25,257457.89,220143.78000000003,62078.145600000105,4,18
26,199905.8,155339.47000000003,45663.387879999915,4,18
27,49747.600000000006,50662.61,12281.841439999977,4,18
28,25547.01,18975.53,5804.275599999998,4,18
29,158652.36,161957.35,39321.77043999993,4,18
30,67807.5,63445.02,19482.661040000046,4,18
31,64017.76999999999,40481.97,10092.369760000007,4,18
32,178974.88999999998,145151.84000000003,30955.931999999928,4,18
33,153206.48,132825.98999999996,33379.228240000055,4,18
34,276025.01,227892.36000000004,75509.40891999991,4,18
35,48922.65,44359.69,14810.409359999967,4,18
36,36376.9,33678.04,10090.548039999974,4,18
38,919272.1399999998,841996.2200000001,236893.2686800001,4,18
40,907036.11,756716.9400000001,219155.70368000015,4,18
41,11160.11,9836.060000000001,2516.794920000004,4,18
42,94253.69999999998,94711.49000000002,29064.48511999994,4,18
44,90290.51999999999,84128.88,22910.719319999906,4,18
46,403139.3,356776.23999999993,82608.55375999985,4,18
49,144754.04,122073.44,34924.082680000014,4,18
50,1847.0,18493.0,5232.433200000001,4,18
52,51449.26,43365.28,12357.916880000008,4,18
54,2691.2999999999997,911.84,84.51424000000007,4,18
55,233047.53,251208.68,44011.23587999999,4,18
56,13661.16,12029.400000000001,5736.086960000003,4,18
58,78576.0,28760.0,12495.787920000004,4,18
59,64893.46,32315.26,2000.011320000002,4,18
60,1140.3999999999999,3176.8,740.5164800000003,4,18
67,132826.05000000002,106959.06,26678.93632000006,4,18
71,109066.43999999999,95088.84999999999,24531.194440000058,4,18
72,1324604.54,1025268.9500000002,234265.9282799997,4,18
74,295974.78,260487.39,76953.33271999992,4,18
79,308777.76999999996,282035.0,87807.4670000001,4,18
80,785.6199999999999,11003.260000000002,2821.496879999999,4,18
81,140670.66999999998,170948.77999999997,54323.06299999984,4,18
82,302218.32999999996,281214.8,76036.87152000029,4,18
83,10746.7,28731.44,7886.341279999999,4,18
85,28924.62,33892.44,7430.956480000013,4,18
87,279889.01000000007,263263.91000000003,78433.19943999991,4,18
90,227084.51,324907.16000000003,108846.63379999987,4,18
91,100765.18000000001,319516.77,105085.21316000023,4,18
92,626061.8200000001,867057.94,258471.12743999978,4,18
93,11658.39,37003.770000000004,14005.161079999965,4,18
94,25737.570000000003,103385.6,34038.821039999915,4,18
95,747131.87,724396.96,236376.06992000062,4,18
96,0.0,-9.689999999999998,4859.45128,4,18
97,50587.8,96186.47000000002,32999.77412000003,4,18
98,2440.0599999999995,28854.32,8666.733240000012,4,18
1,390926.17000000004,393858.68999999994,100269.6762400001,4,19
2,732883.15,683905.15,194022.67756000036,4,19
3,211532.48,184878.11,50758.43203999994,4,19
4,435499.0099999999,414694.58,109844.40431999978,4,19
5,734739.97,574104.3999999999,102899.73364000024,4,19
6,148732.65,111228.75,19337.932840000027,4,19
7,768501.15,771247.36,112157.99268000029,4,19
8,622079.4500000001,565654.8700000001,162561.16504000005,4,19
9,452837.2099999999,459258.06000000006,154560.86772000004,4,19
10,444556.12000000005,414680.47000000003,118068.98584000028,4,19
11,323988.82,273867.66000000003,66057.65107999987,4,19
12,71942.85999999999,59407.70999999999,21836.62975999996,4,19
13,462943.74,415392.51,127024.55552000014,4,19
14,370943.47,364059.35,76976.4728400002,4,19
16,115340.97,86839.62,25574.483559999917,4,19
17,288165.19,256962.78999999995,61305.15252,4,19
18,395836.91,390594.48,73885.33820000004,4,19
20,94495.36,79153.07999999999,22007.19275999992,4,19
21,116757.31000000001,107168.78,25673.63631999993,4,19
22,214173.9,180674.83000000002,47359.7844400001,4,19
23,505122.51999999996,480953.91,118299.94791999995,4,19
24,103932.11,92132.97,23620.376360000093,4,19
25,227571.72,189241.59,48956.96343999992,4,19
26,136843.6,124818.57999999999,35051.07387999994,4,19
27,52878.76,50030.44,11263.033680000035,4,19
28,19265.6,15366.99,4115.058480000006,4,19
29,99666.29000000001,100636.08,22651.189279999948,4,19
30,50486.1,43631.83,13090.130759999987,4,19
31,57889.26,51000.7,14148.321119999999,4,19
32,147468.05,130972.55,29866.770440000015,4,19
33,106916.45999999999,98169.23000000001,23631.191880000053,4,19
34,218981.22999999998,202558.33,63504.79739999988,4,19
35,42895.05,40344.89,11802.217160000011,4,19
36,27508.2,27526.41,6695.874959999994,4,19
37,43783.170000000006,42421.97,12337.060959999977,4,19
38,1138479.2600000002,979785.01,278450.3041200002,4,19
39,0.0,0.0,71.91863999999998,4,19
40,790886.91,692093.1699999999,212355.66975999938,4,19
41,66500.63,75936.06000000001,15564.278280000033,4,19
42,82282.13,81919.4,23564.782999999956,4,19
