Dept,Q_2010,Q_2011,Q_2012,Quarter,Store,Q_2013
1,91107.39,106930.1,105128.5,3,44,101988.89651999995
1,123875.64,131537.97,42989.79,4,44,5066.780093634663
2,67956.94,107498.44,124197.22,1,44,148308.04291999975
2,111058.81,121346.78,134680.22999999998,2,44,140589.20847999974
2,119508.57,132558.23,139622.81,3,44,139296.9727199999
2,117722.57,123246.46000000002,41552.98,4,44,6159.168637933333
3,3956.0,5979.54,6898.730000000001,1,44,7429.491040000001
3,6090.749999999999,5932.01,6245.540000000001,2,44,6389.050560000007
3,6336.009999999998,11357.829999999998,12512.049999999996,3,44,11865.939320000018
3,7847.330000000001,6298.23,2201.370000000001,4,44,963.7794773264744
4,51657.39,82697.12,98659.34,1,44,131886.16400000002
4,87723.75000000001,91116.77999999998,104804.19,2,44,105805.08419999991
4,93626.7,104207.12,110736.13000000002,3,44,110055.20267999986
4,100453.95,101093.64999999998,31990.1,4,44,8113.273574920007
5,9075.53,7765.640000000001,7844.69,1,44,9567.192279999992
5,15836.99,10437.9,15143.259999999998,2,44,15466.181319999996
5,9224.79,7952.18,14995.930000000002,3,44,14414.496959999997
5,22230.04,12696.6,4172.33,4,44,1114.9067532662864
6,263.11,270.1,211.08,1,44,242.51527768000054
6,640.4399999999998,394.62,466.5,2,44,403.8637084533331
6,704.0199999999999,553.55,272.7,3,44,230.23206752000047
6,522.89,247.74999999999997,61.52,4,44,185.29998380749223
7,3369.94,2983.86,4545.49,1,44,6240.75476
7,8515.9,6449.09,6902.41,2,44,6902.428360000007
7,10877.47,10163.460000000003,7777.260000000001,3,44,9763.08779999999
7,7369.8,5916.9,1066.41,4,44,489.8741104438085
8,37983.849999999984,57035.38000000001,67240.28,1,44,78663.26396000016
8,61404.49000000001,64050.63000000001,67276.98000000001,2,44,67536.28083999998
8,60527.94,66231.79,69334.85,3,44,65709.28031999993
8,68155.27999999997,67669.83,22935.87,4,44,7755.537356087236
9,544.0899999999998,496.16,499.03000000000014,1,44,563.0422113333332
9,1332.24,1383.2899999999993,1776.58,2,44,2059.2259999999983
9,1911.36,2576.140000000001,1886.07,3,44,3180.317993679996
9,1005.85,642.6099999999999,220.45,4,44,178.66770596266682
10,1071.66,1837.91,1979.49,1,44,2413.078839999996
10,2007.75,1969.74,895.25,2,44,1157.9041199999992
10,2216.37,2852.2,1357.57,3,44,1865.984033679999
10,2885.43,2630.92,288.06,4,44,216.58525456933342
11,4435.6,8618.82,7926.130000000001,1,44,9949.237079999984
11,6526.88,6520.62,6311.81,2,44,6368.1121600000115
11,6597.41,6708.59,6131.15,3,44,6376.395999999992
11,12661.910000000002,12264.68,2311.14,4,44,2543.3982109874323
12,449.87,585.0400000000002,974.04,1,44,1311.382679999999
12,1055.04,742.1600000000003,1108.49,2,44,1233.6978800000002
12,1036.92,940.71,1489.77,3,44,2153.4961936799973
12,1055.07,1176.61,417.16,4,44,274.67263312533333
13,55672.59,82640.96999999999,94689.77,1,44,115642.84580000001
13,92043.36,87715.07999999999,98718.7,2,44,106376.40359999998
13,99555.27,102657.68,107763.36000000002,3,44,104440.32647999984
13,97615.07,91928.34,32937.34,4,44,7879.196392048008
14,4813.45,7143.26,7972.33,1,44,10344.996879999995
14,9017.53,8657.52,11833.12,2,44,11897.285039999993
14,11480.46,7915.900000000002,10804.14,3,44,10851.306719999999
14,11424.15,10431.88,2940.8,4,44,872.77021448
16,4092.04,5468.19,8063.719999999998,1,44,8910.831559999986
16,15278.819999999998,13631.2,13580.34,2,44,13735.719799999986
16,13410.489999999998,14316.86,12342.660000000002,3,44,11290.835160000002
16,11208.76,7227.44,2419.49,4,44,847.1996561758085
17,3455.8,3814.62,2885.8,1,44,3649.648759999998
17,4854.990000000002,2890.56,3605.33,2,44,3892.8745600000043
17,5007.55,2973.38,3813.5000000000014,3,44,3635.7336400000063
17,8288.939999999999,4106.72,1548.3,4,44,824.757212021713
18,4555.04,2338.09,4546.51,1,44,6188.405439999998
18,2032.86,1377.86,1455.3300000000004,2,44,2172.881919999999
18,941.52,545.52,952.88,3,44,971.9032799999992
18,8725.08,8640.74,3041.98,4,44,947.8068376133335
20,0.0,128.0,4.0,1,44,259.08823315733366
20,0.0,397.03,284.0,2,44,763.3700000000001
20,90.35,777.3399999999998,460.0,3,44,737.5408800000014
20,4.46,44.0,20.0,4,44,166.1473235746666
21,5732.300000000001,8015.58,9705.01,1,44,10898.52759999999
21,10331.65,9330.19,11574.68,2,44,12476.468999999996
21,10583.13,10804.68,12198.299999999996,3,44,11814.328719999998
21,9755.500000000002,9006.47,3098.7200000000007,4,44,845.4110025680006
22,0.0,0.0,135.89999999999998,1,44,248.05250996266668
23,134.64000000000004,24.73,185.69,1,44,313.4352851200003
23,403.92,148.1,182.32,2,44,375.9004925866675
23,104.72,133.2,223.01999999999995,3,44,357.123191616
23,119.68,173.11999999999995,40.73,4,44,137.26203202647613
24,0.0,5.97,152.46,2,44,233.77811716266655
24,0.0,0.0,125.96,3,44,217.3127122026661
24,0.0,0.0,39.85,4,44,169.70365852171403
25,230.25,424.54,526.12,1,44,778.4667599999998
25,639.5,422.12,775.28,2,44,634.0394800000007
25,357.0,232.47,244.48,3,44,494.56699673599934
25,449.5,472.0,116.18,4,44,114.17564790019051
26,0.0,0.0,71.29,1,44,205.91701796266653
26,0.0,0.0,1742.16,2,44,2134.9356800000023
26,0.0,0.0,1516.5499999999995,3,44,1746.870920000001
26,0.0,0.0,527.0600000000002,4,44,277.01677775999974
27,0.0,9.94,143.84,1,44,184.734289296
27,0.0,42.38,176.25000000000003,2,44,310.7268131200003
27,0.0,99.92,151.77,3,44,279.2550315466665
27,0.0,93.57999999999998,85.87,4,44,85.0549727706667
28,717.29,846.11,923.72,1,44,1201.058160000001
28,1217.64,1377.0400000000004,1087.5700000000004,2,44,982.8533780266685
28,728.96,462.96,736.6400000000001,3,44,703.01996
28,1193.98,841.83,254.19,4,44,169.76362364266654
31,47.98,71.76,57.78,1,44,166.6503692799998
31,106.38,92.54,26.88,2,44,123.64800680000006
31,54.90000000000001,58.42000000000001,127.2,3,44,188.30619711999947
31,237.92,90.92,31.36,4,44,148.2201858340952
32,124.67,250.33,365.0,1,44,643.6231200000002
32,590.66,505.67,333.91,2,44,617.189800000001
32,676.48,544.5,510.0,3,44,566.7195200000007
32,267.83,159.12,103.66,4,44,93.30675060000002
33,0.0,0.0,-8.47,1,44,3773.6661674800125
33,0.0,0.0,82.14,2,44,134.21124871999993
33,0.0,0.0,73.64,3,44,139.9189588327619
33,0.0,-3.47,45.79,4,44,75.86083109809526
38,345723.76,572159.3,653621.34,1,44,726172.7696000007
38,537659.5700000001,579835.62,651031.01,2,44,749225.8402800002
38,521968.74,629572.5399999999,670371.1299999999,3,44,653832.4604799995
38,583302.51,599307.14,201783.52,4,44,56316.61765929063
40,119035.36,181416.74,215324.44,1,44,244392.85304000007
40,189787.91000000003,190279.97,208461.25,2,44,225430.634
40,186716.54,197919.42,213904.55,3,44,211495.81435999996
40,199021.08,195678.89,68470.29,4,44,22513.736229133694
42,496.91,493.19999999999993,433.19,1,44,539.5036400000009
42,805.24,930.01,228.56,2,44,445.2835388800003
42,802.54,848.4799999999998,485.5,3,44,624.0913758400006
42,630.1400000000001,804.55,118.72,4,44,129.7177261826667
44,-3.85,12.0,3.47,1,44,14.855956266666638
44,-26.0,0.0,56.81,4,44,78.46360342933333
46,44976.34,69432.6,79850.94,1,44,91233.37811999996
46,77796.43000000001,84496.51999999999,77011.90999999999,2,44,78423.70244000004
46,77806.62,84416.72,75262.11000000003,3,44,73855.77759999996
46,72265.43,74985.83,21287.04,4,44,7864.1086591881885
49,0.0,0.0,50.0,3,44,127.82464079999993
49,0.0,0.0,15.0,4,44,46.193408205333256
52,293.13,449.11,284.6,1,44,319.49163999999945
52,492.35000000000014,409.74,184.7,2,44,349.4421566399999
52,238.41,439.8,171.73999999999995,3,44,209.0521191466663
52,333.93999999999994,312.36,65.0,4,44,64.38655103276193
55,22.5,0.0,-21.880000000000006,3,44,658.3555011039992
56,809.91,9.94,1394.29,1,44,3601.4411159999963
56,10602.200000000004,13986.420000000002,27053.39,2,44,25844.26704000001
56,2130.55,2104.32,2722.580000000001,3,44,2195.422119999998
56,1426.44,1513.7400000000002,1046.86,4,44,281.7038892159997
59,1324.37,1270.4799999999998,873.5,1,44,801.9929644799996
59,1504.44,1226.5100000000002,56.62000000000001,2,44,474.34641077333254
59,1871.46,985.2,56.62000000000001,3,44,314.55779733333344
59,1761.5199999999998,685.77,7.98,4,44,180.5432123154287
60,2772.0,3995.2,4199.8,1,44,4013.448599999996
60,4672.8,5218.4000000000015,4842.0,2,44,4564.258000000004
60,4540.8,5420.799999999998,4680.0,3,44,4504.38664
60,5966.4000000000015,5297.600000000001,1413.0,4,44,766.6527109719998
67,8518.33,10606.22,14339.05,1,44,18793.750559999993
67,18044.42,17882.54,22280.13,2,44,20823.35999999999
67,12170.050000000005,11609.48,14213.919999999998,3,44,15717.669120000019
67,12899.600000000002,13017.57,4255.16,4,44,800.0547125411437
71,0.0,0.0,-24.97,2,44,728.8887199999994
71,0.0,0.0,-38.88,3,44,631.956529066666
72,533.96,962.44,1624.1199999999994,1,44,2582.5929200000014
72,1053.81,691.83,2161.02,2,44,3591.699039999999
72,1048.05,1164.39,2146.0400000000004,3,44,2737.2707999999966
72,1339.6,1286.81,676.92,4,44,747.9442678179048
74,1681.78,3165.01,3341.08,1,44,3748.8604400000077
74,3432.09,3195.0599999999995,4496.53,2,44,4624.715279999998
74,9374.12,8557.800000000001,10488.55,3,44,11384.067759999994
74,5736.12,5931.09,2231.44,4,44,863.0363508681895
79,36022.85,49714.91,60263.12000000001,1,44,70899.50135999998
79,58911.23,54779.4,62118.08,2,44,69614.20067999986
79,60541.74999999999,59841.57000000001,66385.48999999999,3,44,67389.78019999995
79,58770.72,55462.76,20215.26,4,44,4882.240946320751
80,35867.71,55976.65,64964.13,1,44,77565.00888000001
80,61562.41,63323.16000000001,71115.2,2,44,76907.40400000001
80,63559.62000000001,72548.68,77226.81000000001,3,44,78249.11596000002
80,64992.76,65031.88,22198.77,4,44,3710.968683052566
81,55235.16,85293.5,100386.59,1,44,99661.26220000011
81,95467.52,98417.02,106445.46,2,44,106603.35823999996
81,97359.58,106802.47,108533.42,3,44,104266.81236
81,94762.54,88803.92000000001,31128.38,4,44,2878.155654392886
82,24142.22,40081.94,49619.67,1,44,57862.44487999996
82,41445.5,48023.97999999999,59642.08,2,44,78940.88631999998
82,43051.64,53186.4,56355.31,3,44,52381.17392000002
82,60842.13999999999,61666.58,17203.34,4,44,6042.700692332947
83,9612.62,11475.81,13350.730000000005,1,44,16750.109160000033
83,12298.919999999998,10725.1,12125.32,2,44,13549.108480000014
83,15919.35,11021.54,11474.600000000002,3,44,13040.222359999985
83,14351.35,10896.66,2885.81,4,44,1140.4351014043823
85,263.49,1669.9800000000002,1657.98,1,44,2084.0927035199984
85,244.33,2054.36,1744.84,2,44,1963.7339999999997
85,876.52,2675.31,1540.44,3,44,1785.9583230933338
85,3023.74,1990.52,533.32,4,44,990.703864004189
87,936.48,2177.0,3108.18,1,44,4474.152040000004
87,1702.63,2432.92,4415.450000000002,2,44,6630.2917199999965
87,1573.7900000000004,3049.42,4879.27,3,44,4661.737799999994
87,2355.65,2995.4,1579.4,4,44,689.630122408
90,218883.62,356776.61,444521.34,1,44,473336.7503199994
90,353245.81000000006,392957.2,426600.66,2,44,452725.17279999965
90,370636.36,438551.7,445467.38,3,44,438686.3424400007
90,415468.71,449562.06000000006,146440.61,4,44,45493.3382265691
91,136483.76,209859.57,245696.24000000005,1,44,259336.1892399999
91,224132.91,233843.28000000003,252916.85,2,44,276091.3652799995
91,235149.14,258607.48,261872.01,3,44,253121.9396399997
91,236178.14,227670.09000000003,75830.47,4,44,25471.348699463953
92,289755.96,448699.34,563494.25,1,44,584594.3966399998
92,451373.15,480345.1700000001,557601.98,2,44,599462.9614799996
92,459732.03,530441.16,576956.2799999999,3,44,561733.3525999996
92,546035.43,569151.44,192011.36,4,44,51938.73342129055
93,70896.82,118859.59,153872.02999999994,1,44,176334.11340000003
93,122794.26,141595.27,167097.31999999998,2,44,185533.18344000034
93,131190.34,157443.24000000002,171367.90999999995,3,44,167219.01983999994
93,142873.3,148595.18999999994,50692.68000000001,4,44,3641.5024660666672
94,174354.79,268475.89,309669.51,1,44,355156.6869199997
94,318290.92000000004,322228.38,351686.73,2,44,357758.1063600005
94,313433.13,336812.24,356435.88,3,44,348019.5979200004
94,277067.79000000004,269087.72,107579.74,4,44,26969.03142019883
95,220499.06,334905.92,409003.24,1,44,462579.8517600002
95,389912.78,396133.17,464979.37000000005,2,44,503664.04276000033
95,408775.38,450522.77,471263.95,3,44,465592.4277199999
95,379770.84,387107.0500000001,134452.95,4,44,43971.92142681031
96,19707.320000000003,27555.78,30284.32,1,44,33624.885399999934
96,38085.32,36467.31000000001,37974.51,2,44,40913.873599999926
96,45270.42,44660.58,41113.52,3,44,42732.07879999998
96,38445.98,33460.03,12256.87,4,44,1504.6815135504764
97,44607.91,72390.01000000001,84706.48999999999,1,44,93575.39219999994
97,78672.78,87846.06,91862.26,2,44,89483.00156000008
97,90349.45,98817.19000000002,99432.80000000002,3,44,98461.13368000014
97,88290.78,82333.97,29705.14,4,44,5335.085083629332
98,28143.090000000004,40562.73,43786.66000000002,1,44,67964.27291999989
98,48681.81999999999,42881.33,43526.86,2,44,52781.40635999993
98,48856.7,40079.2,43165.22,3,44,48106.808839999954
98,54529.58000000001,45015.76,16420.07,4,44,1401.189348106669
1,163231.02000000002,189705.0,241149.47,1,45,294782.4700399998
1,243372.31,259659.54000000004,235530.75,2,45,241426.1090399996
1,154378.49000000002,168363.80000000002,150815.0,3,45,142595.6195999998
1,336550.19,317245.87,77664.55,4,45,15108.149946540952
2,280246.06,395905.47,457561.53,1,45,530508.0103199999
2,471234.96,448641.69,468338.45,2,45,490829.6574800001
2,486175.92,492885.93000000005,474462.63000000006,3,45,431275.3578400002
2,503913.29999999993,500511.01,139653.53000000006,4,45,41539.84069385563
3,59576.38,89377.28,108272.39999999998,1,45,118389.96600000007
3,79138.04000000001,74080.29000000001,80628.94,2,45,86653.0422
3,197890.49,208314.08,223201.94,3,45,213109.2594400003
3,104031.74,107444.54,27690.02,4,45,11254.929471090674
4,187975.82,284443.85999999987,314938.54000000004,1,45,347320.58972000005
4,307762.75999999995,311507.8800000001,327367.57,2,45,333888.69399999967
4,307630.23,352922.01,311601.42,3,45,283331.82272000023
4,333009.6900000001,331183.99000000005,94528.09,4,45,17015.108192815984
5,165897.33000000002,175196.21000000002,193453.30000000005,1,45,221100.12439999997
5,190203.44,151938.27,151755.4,2,45,160358.20927999984
5,155057.56,143639.59999999998,126169.79,3,45,112906.58543999997
5,428556.46,363672.16,57770.5,4,45,9735.852010427057
6,31416.07,27465.65,27495.98,1,45,28085.0262800001
6,54957.71000000001,45221.22,36013.12,2,45,33283.83268000001
6,49314.56,38926.8,30594.91,3,45,30818.11967999997
6,90592.29,70623.22,5632.31,4,45,1243.4918398068573
7,126714.54,163359.71,176014.05,1,45,197746.83239999987
7,311417.59,289664.31999999995,283478.78,2,45,273534.9640800004
7,234655.73,260844.93,230739.52,3,45,219938.34435999993
7,619384.21,625570.14,75517.81,4,45,12046.162869997728
8,272217.61,391730.14,440717.45,1,45,467687.8498400003
8,435103.5800000001,429248.88,450572.12,2,45,475200.95416000055
8,422222.17999999993,469837.34,442695.11,3,45,439799.2006000005
8,492665.94,473413.41,148784.81,4,45,46569.17715452765
9,93553.26,119514.83000000002,178429.58000000005,1,45,207285.04651999974
9,268131.6,250689.74,260101.13000000003,2,45,271067.03160000057
9,212255.90999999997,243411.84,206895.97,3,45,212133.2420000004
9,158656.73,173915.92,48925.16,4,45,4898.1664655885725
10,117369.45,163964.56,177106.16,1,45,207980.4290799999
10,204042.68,183947.96,194696.06,2,45,196464.87532000014
10,195518.05,194232.06,174899.82,3,45,163047.3479200001
10,196649.31,183892.2,50729.13,4,45,4919.754443617904
11,100075.03,131678.18,153308.86,1,45,165296.37087999997
11,227733.41,229607.6,226553.41,2,45,216241.3095999994
11,184418.5,182580.51,182742.74,3,45,178254.95323999997
11,190679.11,181067.96,44212.84,4,45,5110.670250969902
12,26268.88,33495.2,45759.19,1,45,51200.19604000004
12,55393.38000000001,49680.61,54430.169999999984,2,45,50068.97471999999
12,50578.20000000001,52385.87,46574.8,3,45,39440.67699999992
12,42602.65,45711.84,14819.91,4,45,1666.3843106266677
13,231926.56,318431.02,354332.34,1,45,371835.2335999999
13,367717.67,335086.52,348232.35000000003,2,45,359056.9431600003
13,374700.59,385255.36,359758.7599999999,3,45,357045.7289600001
13,372911.39,340453.14,107015.46,4,45,19084.62831254933
14,107633.17,135813.1,159005.21,1,45,168680.6284799999
14,149248.92,138117.78000000006,143697.65999999995,2,45,157008.47980000012
14,143112.55,147147.95999999993,138540.88,3,45,137542.25095999995
14,242255.44000000003,239327.47,40221.0,4,45,6379.571285533333
16,73354.67,71470.0,90975.05000000002,1,45,116513.84136000002
16,452176.9700000001,408172.4800000001,412333.2400000001,2,45,418929.8043999998
16,243320.85000000003,263425.06,230755.33000000005,3,45,217200.07944000003
16,62308.71000000001,51302.18,14282.75,4,45,2483.171482142473
17,98264.05,127241.87999999998,140369.83,1,45,161946.51112
17,125674.22,117282.07999999994,126517.76000000002,2,45,126857.68111999994
17,125107.78,127728.30999999998,122447.74,3,45,112078.54512000001
17,177269.58000000005,174848.01,42056.12,4,45,5762.685267669331
18,15176.54,22344.48,33998.99,1,45,40323.030920000056
18,19191.06,23517.34,16471.899999999998,2,45,16738.319520000005
18,3975.67,12278.13,9961.28,3,45,10162.447559999991
18,297010.91000000003,289813.43,36104.34,4,45,6576.091413653341
19,10165.34,17546.19,18071.94,1,45,20626.77636000001
19,16555.170000000002,16569.7,18348.78,2,45,17671.72643999999
19,15205.440000000002,17152.62,16185.55,3,45,16784.54903999998
19,25396.210000000006,19946.14,4777.31,4,45,992.2632441005712
20,45328.81000000001,57887.66,56926.3,1,45,67649.95440000005
20,79766.4,72293.47000000003,66504.63,2,45,70587.29476000005
20,73171.09000000001,67530.79999999999,73266.56,3,45,74441.19639999996
20,69156.08999999997,54168.76,14595.45,4,45,2522.436355915806
21,37219.9,45464.25,48587.12,1,45,58205.44839999999
21,57813.83,52972.71000000001,50351.47,2,45,51472.250440000054
21,56601.78,53865.64000000001,50906.89,3,45,49037.87244
21,60368.8,52781.86,13833.02,4,45,2480.7789321119967
22,88500.15,107917.31,109081.47999999998,1,45,134259.79760000014
22,88065.79999999997,91852.83,86230.84999999999,2,45,87388.84923999995
22,106422.24,97598.55000000002,92178.61,3,45,86755.57924000005
22,161003.43,128549.17,32940.270000000004,4,45,7829.616850802674
23,158569.28000000006,205101.28,251705.11,1,45,281856.2417599996
23,322727.62,305496.65,302145.16,2,45,315745.3350399998
23,283353.12000000005,278063.2000000001,265813.05,3,45,249383.89239999946
23,422316.15,397730.31,84065.88,4,45,17896.214020400737
24,40651.89,42865.000000000015,61490.27,1,45,72213.64531999998
24,71138.90999999999,60989.2,66106.99,2,45,70901.00580000001
24,71787.87,76270.95999999999,69604.96,3,45,69199.37139999999
24,93529.89,100772.39,26102.61,4,45,10692.070395845341
25,67112.4,86050.56000000001,98244.44,1,45,103562.06568000003
25,119260.86,121072.66,116091.59,2,45,114528.45060000003
25,95628.99,108129.31,96329.54,3,45,83572.29619999998
25,133812.03,128660.65,32189.68,4,45,7938.523067928007
26,62139.77,74411.41000000003,89612.64,1,45,115987.28271999983
26,96960.42,96252.11,82759.56000000001,2,45,84608.80408000009
26,82449.86,89258.14000000001,77874.96,3,45,77588.97656000001
26,127973.34,121731.49,36589.88,4,45,6424.077534258673
27,12006.5,17427.920000000002,18938.98,1,45,21306.110640000006
27,14880.25,12988.29,12630.49,2,45,13980.802240000023
27,12674.65,13279.38,11060.65,3,45,11019.204039999988
27,31365.04,27283.66,5396.330000000001,4,45,773.476534951429
28,7046.06,8401.089999999998,9742.52,1,45,10621.886119999981
28,8185.419999999999,7868.329999999999,7474.220000000001,2,45,7717.31227999999
28,4799.33,4788.15,4824.56,3,45,5046.612680000018
28,13757.349999999995,11993.440000000002,3617.86,4,45,958.0781122994293
29,35854.969999999994,50015.83000000001,61703.89000000001,1,45,73562.86455999999
29,55864.47,56780.07,55623.58,2,45,56318.253800000035
29,56175.19,56678.69,55222.33,3,45,52589.78744000005
29,89149.07,90691.95,15930.21,4,45,2744.540950146659
30,24815.81,32138.47,36675.02,1,45,42125.55199999993
30,51083.59999999999,46412.12000000001,43177.12,2,45,43043.55075999993
30,40224.789999999986,42200.48,39639.87,3,45,37206.979440000025
30,33504.08,33507.630000000005,8722.630000000001,4,45,2186.5789781996154
31,19591.370000000006,26485.160000000003,26163.53,1,45,27836.896920000017
31,24807.52,24789.37000000001,26037.110000000004,2,45,23834.639839999993
31,38585.98,44401.81,40536.88,3,45,38468.42008000001
31,56851.29,42797.79,8574.92,4,45,2730.737398991617
32,47434.78000000001,50326.74999999999,54535.45,1,45,65901.08999999998
32,64099.9,64358.72000000001,60992.53,2,45,63985.93103999997
32,50607.81,48079.81000000001,45390.37,3,45,42651.35935999993
32,99039.33,96572.64,14053.11,4,45,2489.257432942473
33,36436.52,47629.17999999999,52837.31000000001,1,45,60882.915519999864
33,67581.48999999999,64678.01,63615.83000000001,2,45,63793.157279999934
33,69317.9,70530.51000000001,70194.02,3,45,69952.38751999981
33,89210.15,87187.15,21695.93,4,45,8835.867139878857
34,122636.71,119527.15,179669.49,1,45,206478.18915999978
34,217233.15,191698.14,240148.72,2,45,269960.00684000005
34,159540.72000000006,185180.76,182276.15,3,45,171991.0575599998
34,183584.47,193318.06000000003,59316.76,4,45,18912.75448390322
35,16647.57,22236.7,30009.9,1,45,29516.563559999995
35,44758.9,42859.51,43428.52,2,45,44111.268199999904
35,35781.21,32842.679999999986,26911.52,3,45,25641.68251999999
35,38060.04,36751.26,8273.78,4,45,2792.959655507049
36,8219.0,16302.0,21788.83,1,45,28123.679920000104
36,32873.0,32563.9,36301.53,2,45,34108.24716000003
36,15752.5,16001.089999999995,10339.68,3,45,10599.39856
36,22961.0,29389.35,5257.47,4,45,792.0891344131428
38,393612.1,660415.53,763952.3600000001,1,45,801901.58016
38,639701.81,718352.69,740309.6299999999,2,45,756957.4170799991
38,630685.17,738310.8300000002,703996.22,3,45,698514.334159999
38,706071.73,707552.71,210724.66,4,45,69364.94593198894
40,324749.0,490021.38000000006,560914.3099999999,1,45,598022.6221199994
40,518099.75000000006,497645.33,513716.5399999999,2,45,544647.3444799996
40,486905.87000000005,505134.08,487478.16,3,45,465472.6284799993
40,560450.05,506204.82,155118.49,4,45,49426.14930527392
41,8458.48,19721.75,24908.120000000006,1,45,27528.58688000001
41,37278.56000000001,38683.49,38045.98,2,45,39249.7034000001
41,24627.71,36353.56,23860.51,3,45,25472.48351999996
41,74989.07,46600.59,8485.27,4,45,2730.922260132951
42,31954.4,49044.76,60915.84,1,45,73316.90160000001
42,58285.51,56229.1,65953.52,2,45,71696.16219999999
42,54839.41,63268.55,60032.8,3,45,60535.405480000016
42,54762.94,61766.06000000001,18911.92,4,45,6157.990763618653
44,22035.53,26883.05,31692.84,1,45,35452.85815999996
44,30557.74,28631.650000000005,34541.05,2,45,31141.515039999984
44,32881.84,29913.480000000003,30081.3,3,45,29418.293119999966
44,45744.74,46302.58000000001,12007.88,4,45,1774.5224632906682
45,1.97,16.41,51.79,1,45,174.4670617600002
45,27.35,0.0,16.41,2,45,74.53618878666671
45,111.04,31.85,11.94,3,45,51.04400106666657
45,77.2,20.91,10.47,4,45,33.5555628243809
46,115684.82,164645.87,177197.04,1,45,203766.70211999994
46,201948.79,193591.07,196566.02,2,45,201705.69995999997
46,185435.10000000003,176780.86,171103.51,3,45,164209.38668000003
46,246971.14,215256.68,48131.42,4,45,3478.699345986669
47,70.0,0.0,263.96,3,45,234.04153593333336
49,0.0,-39.0,944.78,1,45,1143.8252800000005
49,0.0,-2.97,185.63,2,45,434.11258496000005
49,6.5,839.6199999999997,68.29,3,45,190.53465352
52,15946.220000000005,18532.559999999994,18221.16,1,45,21718.96336000003
52,21061.980000000003,18929.03,19120.18,2,45,19016.1944
52,16854.36,18000.61,14919.44,3,45,16933.348319999994
52,22177.66,21976.2,3936.52,4,45,4357.085699734099
54,871.5,209.27000000000004,113.92,1,45,372.4968226666663
54,1325.94,253.51,155.0,2,45,253.37598266666654
54,1181.41,336.78,103.72,3,45,215.31942856000026
54,868.5300000000003,331.12,33.92,4,45,60.546371254095185
55,63790.05,62449.2,66747.89,1,45,74373.51880000005
55,61206.23,54139.23,50121.73,2,45,50252.06916000004
55,56073.19000000001,51603.52,46793.83,3,45,40066.131679999955
55,178811.72999999995,162693.54,15824.37,4,45,2639.8133037573275
56,17395.45,16779.809999999998,26470.92,1,45,28654.00480000003
56,126753.84,123238.71000000002,120306.19,2,45,124126.56068000008
56,20029.44,20352.51,15111.170000000002,3,45,18502.05659999999
56,13004.610000000002,14417.1,5537.6799999999985,4,45,638.0379463099054
58,13640.0,15558.0,23640.0,1,45,26019.443960000048
58,30665.0,17178.879999999994,18915.0,2,45,19724.145239999998
58,37416.97,21127.5,18625.0,3,45,18624.077040000007
58,24751.0,13482.5,6180.0,4,45,868.4933439799998
59,5288.690000000001,4489.99,3227.81,1,45,2808.2629200000033
59,5703.42,2619.42,2354.74,2,45,2615.4870399999963
59,3774.54,2694.04,1880.29,3,45,2482.035999999998
59,37010.79,16236.53,632.1899999999998,4,45,1648.7228287295209
60,1302.4,1619.1999999999996,2460.6,1,45,2506.144479999998
60,2039.8,2138.4,2592.0,2,45,3021.7109999999975
60,2154.2,2164.8,2520.0,3,45,2219.955639999999
60,2671.6,2939.2,711.0,4,45,855.0523087640638
67,63382.8,75075.59,81232.17,1,45,92025.28235999994
67,114777.75,104456.01,105263.33,2,45,106431.21899999985
67,67107.38,65124.24,61799.91999999999,3,45,60642.10796000002
67,107654.07,104514.94,22158.61,4,45,4405.470350363042
71,48900.74,56987.08,68757.43000000001,1,45,77617.33639999994
71,53572.43000000001,51271.92999999999,45268.4,2,45,41994.99484000006
71,62639.22,57810.38,48963.82000000001,3,45,46115.12335999994
71,60359.54,63197.3,10958.55,4,45,3544.18112781448
72,390380.78,478665.45,491132.0799999999,1,45,515746.9753599997
72,371049.63,351360.49999999994,371282.34,2,45,383740.8742000002
72,375365.35,372354.53,362281.71,3,45,352081.8220800003
72,840439.4299999998,829703.1799999998,123667.12,4,45,33331.81770511463
74,97549.88,128301.4,148036.16,1,45,160209.32244000013
74,138454.87,131451.9,122858.27,2,45,121159.66335999999
74,152378.81,150667.59000000005,130574.57,3,45,130984.17916000003
74,152621.21999999994,141439.15,37213.5,4,45,1884.4751058302206
77,0.0,0.0,1191.96,1,45,2990.8054110400026
77,0.0,0.0,175.0,2,45,825.3217245866662
79,137941.55000000002,176700.13999999996,200883.94,1,45,209596.18911999997
79,208992.01,188771.94,195419.96,2,45,200968.5033600002
79,199904.9,210194.11000000004,194674.93,3,45,197283.83636000004
79,208016.61,200149.63,58388.59,4,45,19424.613844935204
80,16.32,952.22,11941.569999999998,1,45,14239.49736000002
80,409.65,10757.9,12087.100000000002,2,45,13209.100080000015
80,437.44,12165.05,9774.63,3,45,9932.740039999995
80,327.4600000000001,10882.28,2870.850000000001,4,45,1175.346994377716
81,119601.59,172683.97999999998,185191.25,1,45,210642.11572000006
81,195718.37,202783.29,189736.57,2,45,205486.0912000003
81,181096.8,214677.77,186343.64,3,45,168206.76047999994
81,207112.17,182406.98,58040.32000000001,4,45,19233.944400913875
82,90445.97,137986.72999999998,162628.96000000002,1,45,178626.30668000013
